"Company","Role","Location","Application/Link","Date Posted"
"**[Astranis](https://simplify.jobs/c/Astranis)**","Software Developer – Intern - Network/Payload Software - Summer 2024","SF","<a href="https://boards.greenhouse.io/astranis/jobs/4333447006?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/32567b79-e4ee-4a71-bf95-11a392999a71?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 13"
"**[Archer](https://simplify.jobs/c/Archer)**","Software Engineering Internship","San Jose, CA","<a href="https://boards.greenhouse.io/archer56/jobs/5865344003?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/1cb435b8-54f7-4864-ab71-b7a1bfd39e85?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 13"
"**[Affinitiv](https://simplify.jobs/c/Affinitiv)**","Software Engineer Intern - Summer 2024","Remote in USA","<a href="https://boards.greenhouse.io/affinitiv/jobs/5877552003?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/39b17269-95ea-4a8e-b60b-40422a5e9c15?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 13"
"**[Activision-Blizzard](https://simplify.jobs/c/Activision-Blizzard)**","2024 US Summer Internship - Tech Lighting","Canoga Park, LA","<a href="https://activision.wd1.myworkdayjobs.com/External/job/Woodland-Hills/Technical-Lighting-Artist_R022352?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/7f0c4fe5-09ab-4c7c-97bb-382980bb4e2d?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 13"
"**[Western Digital](https://simplify.jobs/c/Western-Digital)**","Summer 2024 – Software Engineering Intern - Firmware-RSS","Irvine, CA","<a href="https://jobs.smartrecruiters.com/WesternDigital/743999967197963?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/4b68d6ed-4e1f-43cf-8760-4aaa5f58126e?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 12"
"**[Salesforce](https://simplify.jobs/c/Salesforce)**","Summer 2024 Intern-Tableau Research","Palo Alto, CA","<a href="https://salesforce.wd12.myworkdayjobs.com/en-us/External_Career_Site/job/California---Palo-Alto/Summer-2024-Intern--Tableau-Research_JR239500-1?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/ef8a8467-7f13-4245-aba9-8a5fcd8b326b?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 12"
"**[Fullscript](https://simplify.jobs/c/FullScript)**","Co-op/Intern Ruby Developer - Summer 2024","Ottawa, ON, Canada","<a href="https://jobs.lever.co/fullscript/2439d44b-de82-4eff-88d3-d0e50a454a94/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/de7dd715-e218-4fd6-85bc-ffbe9a8a288c?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 12"
"**[Cerence](https://simplify.jobs/c/df0fdaa6-9368-4a72-8e9f-9290db37c2cf)**","Été/Summer – / Software Developer Intern - Développeur logiciel - Stagiaire","Montreal, QC, Canada","<a href="https://cerence.wd5.myworkdayjobs.com/Cerence/job/Montreal/XMLNAME--T-SUMMER--Dveloppeur-logiciel--Stagiaire----Software-Developer-Intern_R0005212?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/961e6d2e-ca7a-4fdb-942e-2ff8ca656af9?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 12"
"**[Cars Commerce](https://simplify.jobs/c/b3bea695-719f-47e3-ad86-31561176aac0)**","Site Analytics Intern","Chicago, IL","<a href="https://boards.greenhouse.io/carsdotcom/jobs/5675169?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/ea5dd7f4-2e3f-4f4a-be5a-31b54c3d2e08?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 12"
"↳","IOS Mobile Engineering Intern","Chicago, IL","<a href="https://boards.greenhouse.io/carsdotcom/jobs/5675097?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/e0daf146-f91f-4e15-8562-c8a145c9a074?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 12"
"**[Airbnb](https://simplify.jobs/c/Airbnb)**","Engineering Apprentice - Connect Program","United States","<a href="https://careers.airbnb.com/positions/?gh_jid=5616862&utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/00ab53f7-d09c-4c5b-aa86-4bd92d237cb0?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 12"
"Tinder","Product Manager Intern 🛂","West Hollywood, CA","<a href="https://jobs.lever.co/matchgroup/fcb2a66e-d921-4baa-b1dc-e6dcbe496a07?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/u1KNU8z.png" width="118" alt="Apply"></a>","Feb 11"
"Robert Half","Software Engineer Internship 🛂","Remote","<a href="https://careers.roberthalf.com/global/en/job/JR-252388/Software-Engineer-Virtual-Internship?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/u1KNU8z.png" width="118" alt="Apply"></a>","Feb 11"
"Persistent Systems, LLC","Intern - Software Test Engineer (Summer 2024) 🛂","New York, NY","<a href="https://careers-persistentsystems.icims.com/jobs/1899/intern---software-test-engineer-%28summer-2024%29/job?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/u1KNU8z.png" width="118" alt="Apply"></a>","Feb 11"
"**[Western Digital](https://simplify.jobs/c/Western-Digital)**","Summer 2024 Software Engineering Intern - Rss Fw - Defect Management","San Jose, CA","<a href="https://jobs.smartrecruiters.com/WesternDigital/743999966821518?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/b6861dc4-c69a-4aa2-9ca9-2e1edfa37ff3?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 09"
"↳","Intern – Software Engineering - Summer 2024","San Jose, CA","<a href="https://jobs.smartrecruiters.com/WesternDigital/743999966823388?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/781a8766-ef00-45d4-b924-13e8a07c9680?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 09"
"↳","FPG ESS System Validation – Summer  Intern","Irvine, CA","<a href="https://jobs.smartrecruiters.com/WesternDigital/743999966777803?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/46eecc14-eb42-4ee6-8f2c-2600565301d4?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 09"
"**[Rivian](https://simplify.jobs/c/Rivian)**","Engineering Intern – 7-Month Co-Op - Artificial Intelligence - Manufacturing","Normal, IL","<a href="https://careers.rivian.com/jobs/16400?lang=en-us&icims=1&utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/0265f853-c9fa-4702-b48b-43309bea6a1e?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 09"
"↳","UIUC Research Park Intern - Data Engineering","Urbana, IL","<a href="https://careers.rivian.com/jobs/16355?lang=en-us&icims=1&utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/607269df-2157-4f03-b132-8dff4b001032?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 09"
"**[Okta](https://simplify.jobs/c/Okta)**","Digital Success Intern - Summer 2024","<details><summary>**5 locations**</summary>Washington, DC</br>SF</br>Remote in USA</br>Chicago, IL</br>Bellevue, WA</details>","<a href="https://www.okta.com/company/careers/opportunity/5664355?gh_jid=5664355&utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/f91d036e-269a-47e7-9de3-e4ea3bc62c2b?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 09"
"**[Ascend Analytics](https://simplify.jobs/c/AscendAnalytics)**","Software Engineering Intern","Boulder, CO","<a href="https://boards.greenhouse.io/ascendanalytics/jobs/4369048005?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/c1d26f6a-2156-4e58-89b1-26ff48fbdce2?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 09"
"**[Acorns](https://simplify.jobs/c/Acorns)**","Software Engineer – Intern - Summer 2024","Remote in USA","<a href="https://boards.greenhouse.io/acorns/jobs/5693697?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/994578e2-a5ec-4b5b-9a50-cbd0e787fe65?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 09"
"**[Visa](https://simplify.jobs/c/Visa)**","Data Engineer – Intern - Summer 2024","Bellevue, WA","<a href="https://jobs.smartrecruiters.com/Visa/743999966574117?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/25675eb1-237e-4321-9a24-df9af1b53710?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 08"
"**[Spot Freight](https://simplify.jobs/c/Spot-Freight)**","Software Developer Internship - Summer 2024","Indianapolis, IN","<a href="https://spotinc.com/careers/applynow/?gh_jid=4332128006&utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/6c85b267-9daf-4877-9b16-54f545796179?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 08"
"**[Santander](https://simplify.jobs/c/Santander)**","Intern-3","Miami, FL","<a href="https://santander.wd3.myworkdayjobs.com/SantanderCareers/job/Miami/Intern-3_Req1260912?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/43f1fcc4-1fdb-4868-ab24-9cbd01a2900f?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 08"
"**[Okta](https://simplify.jobs/c/Okta)**","Technical Marketing Manager Intern - Summer 2024","United States","<a href="https://www.okta.com/company/careers/opportunity/5690281?gh_jid=5690281&utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/ab377f08-f3bc-4980-b3e3-ac7f7a87523c?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 08"
"**[Intel](https://simplify.jobs/c/Intel)**","Information Security Engineer – Undergraduate Intern","<details><summary>**4 locations**</summary>Santa Clara, CA</br>Hillsboro, OR</br>Folsom, CA</br>Phoenix, AZ</details>","<a href="https://intel.wd1.myworkdayjobs.com/en-us/external/job/US-California-Folsom/Information-Security-Engineer---Undergraduate-Intern_JR0257470-1?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/10c92da7-c130-488a-a07d-9eb0f8d16145?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 08"
"**[Hatch IT](https://simplify.jobs/c/Hatch-IT)**","Modeling and Simulation – Cloud Engineering Internship - Data Analytics","McLean, VA","<a href="https://jobs.lever.co/hatchit/d5a26194-1503-4c5a-8b0e-f2f8cbf98fa7/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/21db7165-acd6-41b7-9496-faf7aec4e236?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 08"
"**[EquipmentShare](https://simplify.jobs/c/Equipment-Share)**","Intern: Data Scientist - Operations Research","Columbia, MO","<a href="https://www.equipmentshare.com/careers/openings?gh_jid=5690414&utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/f36ce65e-2526-4d6e-ad38-b1e698975af8?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 08"
"**[Dow Jones](https://simplify.jobs/c/ebbf3772-7f04-4984-871c-606e13d4f2aa)**","Summer 2024 Internship - Partnerships & Alliances","NYC","<a href="https://dowjones.wd1.myworkdayjobs.com/en-US/Dow_Jones_Career/job/NYC---1211-Ave-of-the-Americas/Summer-2024-Internship---Partnerships---Alliances_Job_Req_40758?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/057e082b-4c2b-4db2-b380-6d54203c442b?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 08"
"**[Western Digital](https://simplify.jobs/c/Western-Digital)**","Firmware Engineer Intern","Milpitas, CA","<a href="https://jobs.smartrecruiters.com/WesternDigital/743999966267530?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/a25f234d-2c0b-49a7-9483-83749390d05f?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"↳","Intern – Firmware and Software Engineering","Irvine, CA","<a href="https://jobs.smartrecruiters.com/WesternDigital/743999966265174?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/0c756a8d-6fd5-4c87-91e1-33351d682a53?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"↳","Intern – Firmware Engineering","Irvine, CA","<a href="https://jobs.smartrecruiters.com/WesternDigital/743999966264934?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/9691577c-0264-4a70-be61-b35cb70f88d4?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"↳","Firmware Engineer Intern - Physical Storage","Milpitas, CA","<a href="https://jobs.smartrecruiters.com/WesternDigital/743999966266973?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/131b9970-fc2e-4a01-ab85-fd68c85d842b?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"↳","Firmware Engineer Intern - Front End","Milpitas, CA","<a href="https://jobs.smartrecruiters.com/WesternDigital/743999966264743?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/8ec1a303-d113-4872-8d96-c254dbfd3017?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"**[Virtru](https://simplify.jobs/c/62a4cede-bedd-460a-a459-1e040e011af7)**","Security Engineering Intern","Washington, DC","<a href="https://boards.greenhouse.io/virtru/jobs/4366493005?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/cce7150b-9f46-4912-a0e8-be4e106e7f8d?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"↳","SRE Intern","Washington, DC","<a href="https://boards.greenhouse.io/virtru/jobs/4364621005?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/303a000a-4e62-4c30-8579-7793c64e3183?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"↳","Software Developer in Test – Intern - Sdet","Washington, DC","<a href="https://boards.greenhouse.io/virtru/jobs/4362962005?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/f91fe694-f057-4160-89b5-a4b643e47f27?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"↳","Federal Engineering Intern","Washington, DC","<a href="https://boards.greenhouse.io/virtru/jobs/4362917005?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/de46deb1-859f-4ee8-bb84-53b410626c9d?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"Tesla","C++ Software Engineer, Autopilot","Palo Alto, California","<a href="https://www.tesla.com/careers/search/job/internship-c-software-engineer-autopilot-summer-2024-217592?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/u1KNU8z.png" width="118" alt="Apply"></a>","Feb 07"
"**[Robotic Research](https://simplify.jobs/c/efa3c2e6-76ca-4eba-a772-cf2ee4e13ead)**","Software Engineering Intern - General","Remote in USA","<a href="https://jobs.lever.co/roboticresearch/338a609e-0b6e-4cff-b140-fa8881489228/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/c03d61a1-6134-445c-b687-585589c9afdd?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"**[Rivian](https://simplify.jobs/c/Rivian)**","Engineering Intern - Supply Chain Analytics","Normal, IL","<a href="https://careers.rivian.com/jobs/16366?lang=en-us&icims=1&utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/1c2a72ce-8bd0-4227-a139-84b6cc491b92?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"**[Openmesh Networks](https://simplify.jobs/c/4bd6e36b-9b1c-4166-ad59-f9eec0d954e6)**","Junior Developer in Consensus Algorithms Intern - Blockchain Consensus and Development","Binghamton, NY","<a href="https://boards.greenhouse.io/openmesh/jobs/4145262007?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/036eeff8-4d34-40de-946b-dab69c1a4f7c?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"**[Match Group](https://simplify.jobs/c/Match-Group)**","IOS Intern","Hollywood, LA","<a href="https://jobs.lever.co/matchgroup/47b46df8-fe96-4283-978c-76525a89ea3b/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/f08ad2ea-50d6-4713-948d-0db76f85c856?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"↳","Machine Learning Intern","Hollywood, LA","<a href="https://jobs.lever.co/matchgroup/2ab4ebfe-d5d3-4155-8fda-51126ec91534/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/0e8acb90-345e-47a4-8dfc-463524ad6aef?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"↳","Data Scientist Intern","Hollywood, LA","<a href="https://jobs.lever.co/matchgroup/112eb718-3841-4f05-b636-d9138b95e3bc/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/2506a1fc-9d63-4eda-87cf-0a15c33c51bb?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"↳","Backend Engineering Intern","Hollywood, LA","<a href="https://jobs.lever.co/matchgroup/2f8a7eac-19f9-4078-b03f-11ee276cb853/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/20401252-cb5d-41be-b251-0395ecd64d0a?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"↳","Android Intern","Hollywood, LA","<a href="https://jobs.lever.co/matchgroup/39db152b-5742-425b-a3b3-61c198c97904/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/6810331e-90f6-4528-ad2d-eca2fcc0ea27?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"**[Live Ramp](https://simplify.jobs/c/34c19136-e920-4dc4-b41f-dadc0d5f6d21)**","Software Engineer Intern - Summer 2024","<details><summary>**4 locations**</summary>Seattle, WA</br>SF</br>Little Rock, AR</br>NYC</details>","<a href="https://liveramp.wd5.myworkdayjobs.com/en-US/LiveRampCareers/job/San-Francisco/Software-Engineer-Intern--Summer-2024-_JR010570?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/c900c057-f3bd-4ece-96b5-2d863e617d75?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"**[Intrinsic](https://simplify.jobs/c/IntrinsicAI)**","Internship: Digital Twins","Mountain View, CA","<a href="https://boards.greenhouse.io/intrinsicrobotics/jobs/5077090004?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/0be5ae9b-5663-4ad8-a212-62847394e771?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"**[Harbinger Motors](https://simplify.jobs/c/454144b9-bee4-426d-aed0-8df02fbccc71)**","Software Engineer – Intern - Summer 2024","Westminster, CA","<a href="https://boards.greenhouse.io/harbingermotors/jobs/4207169007?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/acb925f2-8c61-4aa9-b5f0-309308a210f8?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"**[Evolve Technology](https://simplify.jobs/c/f2a5e3d2-f55e-4573-85dd-e21adc2dd7f8)**","Computer Vision Engineer Intern","Waltham, MA","<a href="https://apply.workable.com/evolv-technology/j/3DE6344E61/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/4397cea8-78a0-4c35-b22b-ac2b6b720e26?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"**[Dow Jones](https://simplify.jobs/c/ebbf3772-7f04-4984-871c-606e13d4f2aa)**","Summer 2024 Internship – Intern - Global Real Estate & Workplace Evolution","NYC","<a href="https://dowjones.wd1.myworkdayjobs.com/en-US/Dow_Jones_Career/job/NYC---1211-Ave-of-the-Americas/Summer-2024-Internship---Intern--Global-Real-Estate---Workplace-Evolution_Job_Req_40286?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/2426af16-950f-430f-90b5-abe931a9882d?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"↳","Summer 2024 Internship - Partnerships & Alliances","London, UK","<a href="https://dowjones.wd1.myworkdayjobs.com/en-US/Dow_Jones_Career/job/London-1-London-Bridge-St/Summer-2024-Internship---Partnerships---Alliances--EMEA-_Job_Req_40339?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/1d9b131b-fc1f-4223-9cf3-4f05f9229fc0?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"↳","Summer 2024 Internship - Partnerships & Alliances","London, UK","<a href="https://dowjones.wd1.myworkdayjobs.com/en-US/Dow_Jones_Career/job/London-1-London-Bridge-St/Summer-2024-Internship---Partnerships---Alliances--EMEA-_Job_Req_40340?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/f7f70bb4-740f-4f40-843c-82c532548160?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"↳","Summer 2024 Internship - Data Analyst","NYC","<a href="https://dowjones.wd1.myworkdayjobs.com/en-US/Dow_Jones_Career/job/NYC---1211-Ave-of-the-Americas/Summer-2024-Internship---Data-Analyst_Job_Req_40316?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/82233cf6-4b8c-4b70-8fdb-14664e1e374d?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"↳","Summer 2024 Internship - Financial Analyst","Princeton, NJ</br>NYC","<a href="https://dowjones.wd1.myworkdayjobs.com/en-US/Dow_Jones_Career/job/NYC---1211-Ave-of-the-Americas/Summer-2024-Internship---Financial-Analyst_Job_Req_40290?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/9d6582fe-5518-4cd5-a90f-a2eba934b9ef?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
